File A,File B,Iterations,Similarity,n
UCSB37,UCSC68,100.0,1.9278798202523847e+23,6.0
UCSB37,Rice31,100.0,163262814326290.0,3.0
UCSB37,Rice31,100.0,2.4361995528294003e+17,4.0
UCSB37,Rice31,100.0,1.3196992148190197e+21,5.0
UCSB37,Rice31,100.0,1.727468545313961e+24,6.0
UCSB37,Tulane29,100.0,222743908842900.0,3.0
UCSB37,Tulane29,100.0,2.3584566417584e+17,4.0
UCSB37,Tulane29,100.0,1.3951274216272995e+21,5.0
UCSB37,Tulane29,100.0,1.5615777063958497e+24,6.0
UCSB37,Lehigh96,100.0,148896781900120.0,3.0
UCSB37,Lehigh96,100.0,1.8699982640837005e+17,4.0
UCSB37,Lehigh96,100.0,9.175100227199004e+20,5.0
UCSB37,Lehigh96,100.0,1.1711312941637102e+24,6.0
UCSB37,NYU9,100.0,585934025824000.0,3.0
UCSB37,NYU9,100.0,1.021917344375599e+17,4.0
UCSB37,NYU9,100.0,9.463612429848399e+21,5.0
UCSB37,Penn94,100.0,1277754842294700.0,3.0
UCSB37,Syracuse56,100.0,446248316858000.0,3.0
UCSB37,Syracuse56,100.0,5.0435304582458e+17,4.0
UCSB37,Syracuse56,100.0,3.3371765554514997e+21,5.0
UCSB37,Syracuse56,100.0,4.909191027183239e+24,6.0
UCSB37,UC61,100.0,344520585464200.0,3.0
UCSB37,UC61,100.0,2.3987577921771987e+17,4.0
UCSB37,UC61,100.0,2.042240347458901e+21,5.0
UCSB37,UC61,100.0,2.5524292798431808e+23,6.0
UCSB37,Trinity100,100.0,83498614745100.0,3.0
UCSB37,Trinity100,100.0,1.2471013624316992e+17,4.0
UCSB37,Trinity100,100.0,5.6278795858016023e+20,5.0
UCSB37,Trinity100,100.0,7.24004249572017e+23,6.0
UCSB37,UCSD34,100.0,308900259987000.0,3.0
UCSB37,UCSD34,100.0,1.2352696614895003e+17,4.0
UCSB37,UCSD34,100.0,3.434569417170199e+21,5.0
UCSB37,UCSD34,100.0,1.3363525734356594e+25,6.0
UCSB37,Maine59,100.0,137703957380140.0,3.0
UCSB37,Maine59,100.0,1.0040642949975302e+17,4.0
UCSB37,Maine59,100.0,4.9952982725767004e+20,5.0
UCSB37,Maine59,100.0,4.71347381718445e+23,6.0
UCSB37,MIT8,100.0,229028897243400.0,3.0
UCSB37,MIT8,100.0,2.3391514814423e+17,4.0
UCSB37,MIT8,100.0,1.7235248609679e+21,5.0
UCSB37,MIT8,100.0,1.1863096130989201e+24,6.0
UCSB37,UGA50,100.0,1217058116880600.0,3.0
UCSB37,UGA50,100.0,1.3553075819811901e+18,4.0
UCSB37,Brandeis99,100.0,108188488643720.0,3.0
UCSB37,Brandeis99,100.0,4.429303918714998e+16,4.0
UCSB37,Brandeis99,100.0,1.692151575996162e+21,5.0
UCSB37,Brandeis99,100.0,7.898592674231991e+24,6.0
UCSB37,UCF52,100.0,373044032220500.0,3.0
UCSB37,UCF52,100.0,-9.870259191676197e+17,4.0
UCSB37,UCF52,100.0,5.4481278529917986e+22,5.0
UCSB37,UCF52,100.0,7.376927528036416e+26,6.0
UCSB37,UPenn7,100.0,666450283979800.0,3.0
UCSB37,UPenn7,100.0,8.889575835485001e+17,4.0
UCSB37,UPenn7,100.0,6.705392353252e+21,5.0
UCSB37,FSU53,100.0,892691782392000.0,3.0
UCSB37,FSU53,100.0,6.448586273885603e+17,4.0
UCSB37,Caltech36,100.0,7148379846967.0,3.0
UCSB37,Caltech36,100.0,5385273601452401.0,4.0
UCSB37,Caltech36,100.0,1.34948127880622e+19,5.0
UCSB37,Caltech36,100.0,9.005079075393209e+21,6.0
UCSB37,Rochester38,100.0,113527559954770.0,3.0
UCSB37,Rochester38,100.0,1.1569234984281096e+17,4.0
UCSB37,Rochester38,100.0,6.884109051584402e+20,5.0
UCSB37,Rochester38,100.0,1.0654866841481287e+24,6.0
UCSB37,Oberlin44,100.0,55697889280930.0,3.0
UCSB37,Oberlin44,100.0,5.338318823368198e+16,4.0
UCSB37,Oberlin44,100.0,2.1602985219191004e+20,5.0
UCSB37,Oberlin44,100.0,1.8161668998171567e+23,6.0
UCSB37,Vanderbilt48,100.0,454467280830500.0,3.0
UCSB37,Vanderbilt48,100.0,6.595590640888099e+17,4.0
UCSB37,Vanderbilt48,100.0,6.929591976619097e+21,5.0
UCSB37,Vanderbilt48,100.0,1.951571279521201e+25,6.0
UCSB37,USF51,100.0,209065620512700.0,3.0
UCSB37,USF51,100.0,6.3011561706845e+16,4.0
UCSB37,USF51,100.0,9.533560104268005e+20,5.0
UCSB37,USF51,100.0,-4.280077295729302e+22,6.0
UCSB37,GWU54,100.0,403595648871900.0,3.0
UCSB37,GWU54,100.0,3.0240763623219283e+17,4.0
UCSB37,GWU54,100.0,4.6277730121318007e+21,5.0
UCSB37,GWU54,100.0,1.2264871473462703e+25,6.0
UCSB37,WashU32,100.0,359880824418900.0,3.0
UCSB37,WashU32,100.0,4.6601766773687974e+17,4.0
UCSB37,WashU32,100.0,4.112865331350501e+21,5.0
UCSB37,WashU32,100.0,8.179811418746668e+24,6.0
UCSB37,USC35,100.0,865494292678200.0,3.0
UCSB37,USC35,100.0,6.585433498250002e+16,4.0
UCSB37,USC35,100.0,4.767935603104771e+22,5.0
UCSB37,JohnsHopkins55,100.0,148643521520160.0,3.0
UCSB37,JohnsHopkins55,100.0,1.5100484241277002e+17,4.0
UCSB37,JohnsHopkins55,100.0,9.0360903064227e+20,5.0
UCSB37,JohnsHopkins55,100.0,8.2055474580489e+23,6.0
UCSB37,Cal65,100.0,228059721833000.0,3.0
UCSB37,Cal65,100.0,2.1355702949914006e+17,4.0
UCSB37,Cal65,100.0,9.513468391069899e+20,5.0
UCSB37,Cal65,100.0,6.924287679953719e+23,6.0
UCSB37,BU10,100.0,443359902421400.0,3.0
UCSB37,BU10,100.0,3.300731874094999e+17,4.0
UCSB37,BU10,100.0,3.1819047694026995e+21,5.0
UCSB37,Princeton12,100.0,267861693315100.0,3.0
UCSB37,Princeton12,100.0,3.848342589166502e+17,4.0
UCSB37,Princeton12,100.0,2.1977033127707987e+21,5.0
UCSB37,Princeton12,100.0,2.72737940292574e+24,6.0
UCSB37,Maryland58,100.0,627034482218600.0,3.0
UCSB37,Maryland58,100.0,-8.603592451354002e+16,4.0
UCSB37,Maryland58,100.0,2.4870570022841717e+22,5.0
UCSB37,Amherst41,100.0,68447473257750.0,3.0
UCSB37,Amherst41,100.0,9.407976292292397e+16,4.0
UCSB37,Amherst41,100.0,4.311655835698401e+20,5.0
UCSB37,Amherst41,100.0,5.17353899557723e+23,6.0
UCSB37,Vassar85,100.0,83816441728600.0,3.0
UCSB37,Vassar85,100.0,1.0840194322455002e+17,4.0
UCSB37,Vassar85,100.0,4.695701590197402e+20,5.0
UCSB37,Vassar85,100.0,5.289895357813898e+23,6.0
UCSB37,USFCA72,100.0,33955126698580.0,3.0
UCSB37,USFCA72,100.0,2.4370910469401996e+16,4.0
UCSB37,USFCA72,100.0,8.699893904968303e+19,5.0
UCSB37,USFCA72,100.0,5.152535885866668e+22,6.0
UCSB37,Wesleyan43,100.0,97822511864190.0,3.0
UCSB37,Wesleyan43,100.0,1.2707845913628998e+17,4.0
UCSB37,Wesleyan43,100.0,5.4624688967799e+20,5.0
UCSB37,Wesleyan43,100.0,6.20623001326378e+23,6.0
UCSB37,Yale4,100.0,412873742313200.0,3.0
UCSB37,Yale4,100.0,4.6048066668823014e+17,4.0
UCSB37,Yale4,100.0,6.977406955954101e+21,5.0
UCSB37,Yale4,100.0,2.8162868040062815e+25,6.0
UCSB37,MU78,100.0,533503630207600.0,3.0
UCSB37,MU78,100.0,7.126468972714199e+17,4.0
UCSB37,MU78,100.0,3.759540602787699e+21,5.0
UCSB37,MU78,100.0,4.2594404576036706e+24,6.0
UCSB37,UIllinois20,100.0,1159231504914700.0,3.0
UCSB37,UIllinois20,100.0,1.8146638121659997e+17,4.0
UCSB37,Hamilton46,100.0,72550938463060.0,3.0
UCSB37,Hamilton46,100.0,1.0145080611073002e+17,4.0
UCSB37,Hamilton46,100.0,4.7210088028330997e+20,5.0
UCSB37,Hamilton46,100.0,5.8047198907049514e+23,6.0
UCSB37,Middlebury45,100.0,92430114980680.0,3.0
UCSB37,Middlebury45,100.0,1.2746421906032002e+17,4.0
UCSB37,Middlebury45,100.0,5.790024438688198e+20,5.0
UCSB37,Middlebury45,100.0,6.929374980214597e+23,6.0
UCSB37,UConn91,100.0,449795650914300.0,3.0
UCSB37,UConn91,100.0,3.880755948726302e+17,4.0
UCSB37,UConn91,100.0,3.164451202241599e+21,5.0
UCSB37,American75,100.0,156254856041500.0,3.0
UCSB37,American75,100.0,1.5499116179967997e+17,4.0
UCSB37,American75,100.0,8.212101901275997e+20,5.0
UCSB37,American75,100.0,7.817395790260104e+23,6.0
UCSB37,Villanova62,100.0,257559625093100.0,3.0
UCSB37,Villanova62,100.0,3.112309870756398e+17,4.0
UCSB37,Villanova62,100.0,1.8679481174689996e+21,5.0
UCSB37,Villanova62,100.0,2.3260076215769302e+24,6.0
UCSB37,Bowdoin47,100.0,57190416508380.0,3.0
UCSB37,Bowdoin47,100.0,7.1047244522612e+16,4.0
UCSB37,Bowdoin47,100.0,3.0523595135302e+20,5.0
UCSB37,Bowdoin47,100.0,3.3826908546658315e+23,6.0
UCSB37,Williams40,100.0,84075956920770.0,3.0
UCSB37,Williams40,100.0,1.134838074352e+17,4.0
UCSB37,Williams40,100.0,5.2564680251881e+20,5.0
UCSB37,Williams40,100.0,6.21015664708667e+23,6.0
UCSB37,UNC28,100.0,817537968757800.0,3.0
UCSB37,UNC28,100.0,-2.8623797404979994e+17,4.0
UCSB37,UNC28,100.0,3.890628149391895e+22,5.0
UCSB37,Tennessee95,100.0,902918688367000.0,3.0
UCSB37,Tennessee95,100.0,-6.496189646969998e+17,4.0
UCSB37,Tennessee95,100.0,7.557627566305289e+22,5.0
UCSB37,Reed98,100.0,7670874879555.0,3.0
UCSB37,Reed98,100.0,4669689515085399.0,4.0
UCSB37,Reed98,100.0,1.2056204457759402e+19,5.0
UCSB37,Reed98,100.0,6.645218553918217e+21,6.0
UCSB37,Baylor93,100.0,781560064213900.0,3.0
UCSB37,Baylor93,100.0,1.0511557393772303e+18,4.0
UCSB37,Baylor93,100.0,1.1746851835375998e+22,5.0
UCSB37,UVA16,100.0,802920591363500.0,3.0
UCSB37,UVA16,100.0,5.429227399202801e+17,4.0
UCSB37,UVA16,100.0,2.0357932072530403e+22,5.0
UCSB37,Emory27,100.0,290799635804900.0,3.0
UCSB37,Emory27,100.0,4.1505561048349e+17,4.0
UCSB37,Emory27,100.0,2.3632034623941997e+21,5.0
UCSB37,Emory27,100.0,3.0824592813738696e+24,6.0
UCSB37,Indiana69,100.0,1211423398874900.0,3.0
UCSB37,Indiana69,100.0,1.4549345253026995e+18,4.0
UCSB37,UC33,100.0,376291530184700.0,3.0
UCSB37,UC33,100.0,2.5790031211684995e+17,4.0
UCSB37,UC33,100.0,2.2104527445052e+21,5.0
UCSB37,Auburn71,100.0,1288131725581300.0,3.0
UCSB37,Auburn71,100.0,-7.776605873886998e+17,4.0
UCSB37,NotreDame57,100.0,485615086396600.0,3.0
UCSB37,NotreDame57,100.0,6.1144628216862e+17,4.0
UCSB37,NotreDame57,100.0,4.451266626362299e+21,5.0
UCSB37,NotreDame57,100.0,6.232918358489188e+24,6.0
UCSB37,Wisconsin87,100.0,704765696116900.0,3.0
UCSB37,Wisconsin87,100.0,-3.688722202817e+17,4.0
UCSB37,Wisconsin87,100.0,3.1891408317905086e+22,5.0
UCSB37,Texas80,100.0,1094891656641800.0,3.0
UCSB37,Texas80,100.0,9.370612688628402e+17,4.0
UCSB37,Howard90,100.0,219138283017400.0,3.0
UCSB37,Howard90,100.0,3.314452415114699e+17,4.0
UCSB37,Howard90,100.0,2.448015617447299e+21,5.0
UCSB37,Howard90,100.0,3.4162779610361204e+24,6.0
UCSB37,JMU79,100.0,363287406700800.0,3.0
UCSB37,JMU79,100.0,-4.894917446242e+16,4.0
UCSB37,JMU79,100.0,1.31649469359869e+22,5.0
UCSB37,JMU79,100.0,1.0873864034887316e+26,6.0
UCSB37,Mississippi66,100.0,789160088386100.0,3.0
UCSB37,Mississippi66,100.0,1.1889457266453996e+18,4.0
UCSB37,Mississippi66,100.0,1.3167279126849e+22,5.0
UCSB37,Mississippi66,100.0,1.6411989237406898e+25,6.0
UCSB37,Simmons81,100.0,13829700170824.0,3.0
UCSB37,Simmons81,100.0,1.0174364733592602e+16,4.0
UCSB37,Simmons81,100.0,2.5597855838923997e+19,5.0
UCSB37,Simmons81,100.0,1.6785375557918065e+22,6.0
UCSB37,Colgate88,100.0,119770204865150.0,3.0
UCSB37,Colgate88,100.0,1.8024341578702e+17,4.0
UCSB37,Colgate88,100.0,8.6726533251292e+20,5.0
UCSB37,Colgate88,100.0,1.1476747446476962e+24,6.0
UCSB37,Santa74,100.0,125074819714160.0,3.0
UCSB37,Santa74,100.0,1.6474975587365994e+17,4.0
UCSB37,Santa74,100.0,9.495096303199998e+20,5.0
UCSB37,Santa74,100.0,1.3225609354145993e+24,6.0
UCSB37,Temple83,100.0,255902786425100.0,3.0
UCSB37,Temple83,100.0,5.6082692061369976e+16,4.0
UCSB37,Temple83,100.0,1.8705758766370002e+21,5.0
UCSB37,Temple83,100.0,2.519942557349494e+24,6.0
UCSB37,Texas84,100.0,1949323645864000.0,3.0
UCSB37,Oklahoma97,100.0,1127620292940700.0,3.0
UCSB37,Oklahoma97,100.0,9.741615039746158e+17,4.0
UCSB37,Wellesley22,100.0,61226127298430.0,3.0
UCSB37,Wellesley22,100.0,5.937543750815299e+16,4.0
UCSB37,Wellesley22,100.0,2.6366638955116983e+20,5.0
UCSB37,Wellesley22,100.0,2.3983707336909993e+23,6.0
UCSB37,Michigan23,100.0,1083679968818500.0,3.0
UCSB37,Michigan23,100.0,8.2501942201444e+17,4.0
UCSB37,Northeastern19,100.0,227818305342900.0,3.0
UCSB37,Northeastern19,100.0,1.608859710036899e+17,4.0
UCSB37,Northeastern19,100.0,9.093735718241999e+20,5.0
UCSB37,Northeastern19,100.0,7.386445435438583e+23,6.0
UCSB37,Northwestern25,100.0,477988124039100.0,3.0
UCSB37,Northwestern25,100.0,5.4884847530461005e+17,4.0
UCSB37,Northwestern25,100.0,6.607600203891298e+21,5.0
UCSB37,Northwestern25,100.0,1.8688114700872612e+25,6.0
UCSB37,Georgetown15,100.0,393402313558200.0,3.0
UCSB37,Georgetown15,100.0,5.1745895562178e+17,4.0
UCSB37,Georgetown15,100.0,3.5815236867785994e+21,5.0
UCSB37,Georgetown15,100.0,4.3575762727383095e+24,6.0
UCSB37,UCLA26,100.0,622148548478300.0,3.0
UCSB37,UCLA26,100.0,6.0197091545499e+17,4.0
UCSB37,UCLA26,100.0,4.1003359802482014e+21,5.0
UCSB37,Cornell5,100.0,785069412496700.0,3.0
UCSB37,Cornell5,100.0,1.98596260018e+17,4.0
UCSB37,Cornell5,100.0,2.3202424300094297e+22,5.0
UCSB37,UF21,100.0,1755265815373600.0,3.0
UCSB37,William77,100.0,222746475025700.0,3.0
UCSB37,William77,100.0,2.5466062455916013e+17,4.0
UCSB37,William77,100.0,1.7197707884717002e+21,5.0
UCSB37,William77,100.0,2.1619526615733703e+24,6.0
UCSB37,Harvard1,100.0,1063707220637900.0,3.0
UCSB37,Harvard1,100.0,1.5655196505619003e+18,4.0
UCSB37,Harvard1,100.0,1.5500601198781995e+22,5.0
UCSB37,Carnegie49,100.0,217139004141700.0,3.0
UCSB37,Carnegie49,100.0,2.0188007721898e+17,4.0
UCSB37,Carnegie49,100.0,1.5646310075686996e+21,5.0
UCSB37,Carnegie49,100.0,9.604208342280903e+23,6.0
UCSB37,Vermont70,100.0,108184232833010.0,3.0
UCSB37,Vermont70,100.0,7.407764153595002e+16,4.0
UCSB37,Vermont70,100.0,3.6575517405098004e+20,5.0
UCSB37,Vermont70,100.0,2.913929772838399e+23,6.0
UCSB37,Bingham82,100.0,260266922517300.0,3.0
UCSB37,Bingham82,100.0,3.0085459601290995e+17,4.0
UCSB37,Bingham82,100.0,1.3802241894477996e+21,5.0
UCSB37,Bingham82,100.0,1.3515325860451907e+24,6.0
UCSB37,UChicago30,100.0,153354403290200.0,3.0
UCSB37,UChicago30,100.0,8.894793651263552e+16,4.0
UCSB37,UChicago30,100.0,1.29893507890707e+21,5.0
UCSB37,UChicago30,100.0,3.073966698734875e+24,6.0
UCSB37,BC17,100.0,424414424426600.0,3.0
UCSB37,BC17,100.0,5.0363265026119994e+17,4.0
UCSB37,BC17,100.0,3.516780602113099e+21,5.0
UCSB37,BC17,100.0,4.4069838762760174e+24,6.0
UCSB37,Smith60,100.0,57294317868010.0,3.0
UCSB37,Smith60,100.0,6.442752561631002e+16,4.0
UCSB37,Smith60,100.0,2.3140832530333997e+20,5.0
UCSB37,Smith60,100.0,2.2520832908151695e+23,6.0
UCSB37,Columbia2,100.0,441900356280700.0,3.0
UCSB37,Columbia2,100.0,-1.1979044649451002e+17,4.0
UCSB37,Columbia2,100.0,1.69276084531699e+22,5.0
UCSB37,Columbia2,100.0,1.2259299272404376e+26,6.0
UCSB37,Dartmouth6,100.0,262680937285900.0,3.0
UCSB37,Dartmouth6,100.0,3.098496402413602e+17,4.0
UCSB37,Dartmouth6,100.0,1.8612905340923e+21,5.0
UCSB37,Dartmouth6,100.0,1.9000656173213095e+24,6.0
UCSB37,UMass92,100.0,374577596209500.0,3.0
UCSB37,UMass92,100.0,-2.3701812345977997e+17,4.0
UCSB37,UMass92,100.0,2.0039072318217406e+22,5.0
UCSB37,UMass92,100.0,1.952694895621953e+26,6.0
UCSB37,Tufts18,100.0,194756083099200.0,3.0
UCSB37,Tufts18,100.0,2.1775455148464006e+17,4.0
UCSB37,Tufts18,100.0,1.1710556947826997e+21,5.0
UCSB37,Tufts18,100.0,1.1114036395500503e+24,6.0
UCSB37,Berkeley13,100.0,821832933421700.0,3.0
UCSB37,Berkeley13,100.0,-4.370119696844999e+17,4.0
UCSB37,Berkeley13,100.0,3.888763994143548e+22,5.0
UCSB37,Virginia63,100.0,742890586523700.0,3.0
UCSB37,Virginia63,100.0,-4.5125486866760105e+18,4.0
UCSB37,Virginia63,100.0,3.126183325912997e+23,5.0
UCSB37,Pepperdine86,100.0,134017028690270.0,3.0
UCSB37,Pepperdine86,100.0,1.9405252088974995e+17,4.0
UCSB37,Pepperdine86,100.0,1.0598361746406902e+21,5.0
UCSB37,Pepperdine86,100.0,1.3448993902153714e+24,6.0
UCSB37,Rutgers89,100.0,561103593122200.0,3.0
UCSB37,Rutgers89,100.0,4.137504253490301e+17,4.0
UCSB37,Rutgers89,100.0,3.6789680448625e+21,5.0
UCSB37,Bucknell39,100.0,114531840663350.0,3.0
UCSB37,Bucknell39,100.0,1.6188374231424992e+17,4.0
UCSB37,Bucknell39,100.0,7.145725631569598e+20,5.0
UCSB37,Bucknell39,100.0,8.735832654962012e+23,6.0
UC64,UC64,100.0,21484911291080.0,3.0
UC64,UC64,100.0,6582380699539297.0,4.0
UC64,UC64,100.0,3.7005798970575995e+19,5.0
UC64,UC64,100.0,2.2346357539029696e+22,6.0
UC64,UC64,100.0,2.3806413415710607e+26,7.0
UC64,Mich67,100.0,10547518882344.0,3.0
UC64,Mich67,100.0,3240355339995300.0,4.0
UC64,Mich67,100.0,1.5174529155928705e+19,5.0
UC64,Mich67,100.0,3.7331217664346685e+21,6.0
UC64,Mich67,100.0,4.522784984784095e+25,7.0
UC64,Brown11,100.0,89005617759780.0,3.0
UC64,Brown11,100.0,7.039784758185001e+16,4.0
UC64,Brown11,100.0,4.5728510866578014e+20,5.0
UC64,Brown11,100.0,4.1642181825298495e+23,6.0
UC64,Brown11,100.0,6.106342331162563e+27,7.0
UC64,Wake73,100.0,71093194594770.0,3.0
UC64,Wake73,100.0,6.655220523701002e+16,4.0
UC64,Wake73,100.0,4.9770204439701e+20,5.0
UC64,Wake73,100.0,8.668994853077003e+23,6.0
UC64,Wake73,100.0,1.4763535266720164e+28,7.0
UC64,MSU24,100.0,230982885518330.0,3.0
UC64,MSU24,100.0,-8.459790843510998e+16,4.0
UC64,Stanford3,100.0,161973724386420.0,3.0
UC64,Stanford3,100.0,1.2956564534257198e+17,4.0
UC64,Stanford3,100.0,1.1000472352152601e+21,5.0
UC64,Stanford3,100.0,8.1226869665799e+23,6.0
UC64,Duke14,100.0,135457080858700.0,3.0
UC64,Duke14,100.0,1.2178493289863598e+17,4.0
UC64,Duke14,100.0,1.0340620543058908e+21,5.0
UC64,Duke14,100.0,3.057997702706291e+24,6.0
UC64,UCSC68,100.0,29038360068055.0,3.0
UC64,UCSC68,100.0,1.3177729769554304e+16,4.0
UC64,UCSC68,100.0,4.394803785754699e+19,5.0
UC64,UCSC68,100.0,1.0571902833786098e+22,6.0
UC64,UCSC68,62.0,1.081710003927358e+26,7.0
UC64,Rice31,100.0,40964170216158.0,3.0
UC64,Rice31,100.0,3.613417967267299e+16,4.0
UC64,Rice31,100.0,1.8991403878142686e+20,5.0
UC64,Rice31,100.0,8.430025342728798e+22,6.0
UC64,Rice31,100.0,1.3437223164194404e+27,7.0
UC64,Tulane29,100.0,55888499814290.0,3.0
UC64,Tulane29,100.0,3.5153573826820004e+16,4.0
UC64,Tulane29,100.0,2.1092621808243995e+20,5.0
UC64,Tulane29,100.0,2.971574403407151e+23,6.0
UC64,Tulane29,100.0,4.5328974451877027e+27,7.0
UC64,Lehigh96,100.0,37359579944570.0,3.0
UC64,Lehigh96,100.0,2.794451333039801e+16,4.0
UC64,Lehigh96,100.0,1.3734756497926e+20,5.0
UC64,Lehigh96,100.0,1.4156521986745401e+23,6.0
UC64,Lehigh96,100.0,1.6818019825910503e+27,7.0
UC64,NYU9,100.0,147016360704000.0,3.0
UC64,NYU9,100.0,2.5038219312718004e+16,4.0
UC64,NYU9,100.0,1.819206684665091e+21,5.0
UC64,Penn94,100.0,320600638077760.0,3.0
UC64,Syracuse56,100.0,111967920506130.0,3.0
UC64,Syracuse56,100.0,7.6012252172695e+16,4.0
UC64,Syracuse56,100.0,5.246981700543601e+20,5.0
UC64,Syracuse56,100.0,1.2495200949999393e+24,6.0
UC64,UC61,100.0,86443497982980.0,3.0
UC64,UC61,100.0,3.5676125966499016e+16,4.0
UC64,UC61,100.0,2.9853267400081e+20,5.0
UC64,UC61,100.0,7.277370553979058e+22,6.0
UC64,Trinity100,100.0,20950574844872.0,3.0
UC64,Trinity100,100.0,1.8465293434518996e+16,4.0
UC64,Trinity100,100.0,8.07145714983e+19,5.0
UC64,Trinity100,100.0,3.2549276970617e+22,6.0
UC64,Trinity100,100.0,4.6928871172350466e+26,7.0
UC64,UCSD34,100.0,77505962046920.0,3.0
UC64,UCSD34,100.0,2.1291464977101e+16,4.0
UC64,UCSD34,100.0,6.577765602122401e+20,5.0
UC64,UCSD34,100.0,7.439770780168993e+24,6.0
UC64,Maine59,100.0,34551229616310.0,3.0
UC64,Maine59,100.0,1.5161471875199802e+16,4.0
UC64,Maine59,100.0,7.8383516330614e+19,5.0
UC64,Maine59,100.0,1.4004214582230116e+23,6.0
UC64,Maine59,61.0,1.7450174593259224e+27,7.0
UC64,MIT8,100.0,57465504607800.0,3.0
UC64,MIT8,100.0,3.4770532550749e+16,4.0
UC64,MIT8,100.0,2.5197901389464004e+20,5.0
UC64,MIT8,100.0,1.0189531432982194e+23,6.0
UC64,MIT8,100.0,2.0569901646084516e+27,7.0
UC64,UGA50,100.0,305371378319520.0,3.0
UC64,UGA50,100.0,2.0817120277746605e+17,4.0
UC64,Brandeis99,100.0,27145495667504.0,3.0
UC64,Brandeis99,100.0,8588667617392000.0,4.0
UC64,Brandeis99,100.0,3.409716819406193e+20,5.0
UC64,Brandeis99,100.0,4.096699631083159e+24,6.0
UC64,Brandeis99,100.0,1.0475030684386513e+29,7.0
UC64,UCF52,100.0,93600089728190.0,3.0
UC64,UCF52,100.0,-1.1760023971129502e+17,4.0
UC64,UCF52,100.0,1.1701589230728967e+22,5.0
UC64,UCF52,100.0,4.218768969164051e+26,6.0
UC64,UPenn7,100.0,167218574548040.0,3.0
UC64,UPenn7,100.0,1.3275139194690298e+17,4.0
UC64,UPenn7,100.0,1.0236074073128396e+21,5.0
UC64,FSU53,100.0,223984834944500.0,3.0
UC64,FSU53,100.0,1.0031446025221998e+17,4.0
UC64,Caltech36,100.0,1793602952039.9,3.0
UC64,Caltech36,100.0,799882593169329.9,4.0
UC64,Caltech36,100.0,1.94188475338424e+18,5.0
UC64,Caltech36,100.0,4.3319049164023995e+20,6.0
UC64,Caltech36,100.0,3.210204541306116e+24,7.0
UC64,Rochester38,100.0,28485147118645.0,3.0
UC64,Rochester38,100.0,1.7563092567839408e+16,4.0
UC64,Rochester38,100.0,1.1077922632949296e+20,5.0
UC64,Rochester38,100.0,3.197836678621089e+23,6.0
UC64,Rochester38,100.0,4.792485779914705e+27,7.0
UC64,Oberlin44,100.0,13975097802913.0,3.0
UC64,Oberlin44,100.0,7972862574159199.0,4.0
UC64,Oberlin44,100.0,3.1594686876465005e+19,5.0
UC64,Oberlin44,100.0,1.2659906752656798e+22,6.0
UC64,Oberlin44,100.0,1.245480353387597e+26,7.0
UC64,Vanderbilt48,100.0,114030173111130.0,3.0
UC64,Vanderbilt48,100.0,1.00660312075574e+17,4.0
UC64,Vanderbilt48,100.0,1.16319177105476e+21,5.0
UC64,Vanderbilt48,100.0,7.213885178503187e+24,6.0
UC64,Vanderbilt48,100.0,1.823510891222622e+29,7.0
UC64,USF51,100.0,52456500534810.0,3.0
UC64,USF51,100.0,9826647722013704.0,4.0
UC64,USF51,100.0,1.4721789795744999e+20,5.0
UC64,USF51,100.0,1.4998162288792052e+23,6.0
