File A,File B,n,Similarity
Columbia2.txt,Tufts18.txt,5,2.85131e+14
MIT8.txt,Rice31.txt,5,8.31296e+12
Vassar85.txt,Trinity100.txt,5,4.18583e+12
Vassar85.txt,Wellesley22.txt,5,5.26983e+12
MIT8.txt,Baylor93.txt,5,2.05482e+13
William77.txt,Dartmouth6.txt,5,7.97967e+12
MIT8.txt,Wellesley22.txt,5,9.28466e+12
Middlebury45.txt,Wake73.txt,5,4.71906e+12
Columbia2.txt,Hamilton46.txt,5,2.0217e+14
Columbia2.txt,Carnegie49.txt,5,3.51383e+14
Middlebury45.txt,Oberlin44.txt,5,5.37558e+12
Mich67.txt,Santa74.txt,5,1.07481e+13
Oklahoma97.txt,NotreDame57.txt,5,3.47673e+13
UPenn7.txt,Georgetown15.txt,5,7.75489e+12
UPenn7.txt,Baylor93.txt,5,1.29314e+13
Oklahoma97.txt,UCSC68.txt,5,1.87784e+13
Northwestern25.txt,Cal65.txt,5,1.40393e+13
Northwestern25.txt,Auburn71.txt,5,1.37683e+14
Dartmouth6.txt,Bucknell39.txt,5,5.67097e+12
Dartmouth6.txt,Howard90.txt,5,8.50119e+12
Northwestern25.txt,Hamilton46.txt,5,1.11305e+13
GWU54.txt,Baylor93.txt,5,8.26837e+13
American75.txt,Trinity100.txt,5,5.62997e+12
Middlebury45.txt,Auburn71.txt,5,1.51733e+13
GWU54.txt,Georgetown15.txt,5,2.26771e+13
Wesleyan43.txt,Georgetown15.txt,5,6.01485e+12
American75.txt,Williams40.txt,5,6.11239e+12
Maine59.txt,Lehigh96.txt,5,6.96691e+12
Wesleyan43.txt,Baylor93.txt,5,9.92128e+12
WashU32.txt,Wesleyan43.txt,5,5.2948e+12
UCSC68.txt,Trinity100.txt,5,4.97787e+12
Columbia2.txt,Syracuse56.txt,5,1.02523e+15
UC64.txt,NotreDame57.txt,5,1.15612e+13
UC64.txt,Syracuse56.txt,5,1.55054e+13
WashU32.txt,UChicago30.txt,5,8.35957e+12
UC64.txt,Baylor93.txt,5,2.44322e+13
Columbia2.txt,JohnsHopkins55.txt,5,3.49964e+14
WashU32.txt,MIT8.txt,5,9.80503e+12
UC64.txt,Georgetown15.txt,5,1.22214e+13
UC64.txt,Mississippi66.txt,5,1.24887e+13
American75.txt,Mich67.txt,5,9.955e+12
GWU54.txt,Amherst41.txt,5,1.0549e+13
Wesleyan43.txt,Brandeis99.txt,5,2.77299e+13
Wesleyan43.txt,Vassar85.txt,5,4.29562e+12
Maine59.txt,Wellesley22.txt,5,6.83857e+12
GWU54.txt,Vassar85.txt,5,1.00331e+13
GWU54.txt,Brandeis99.txt,5,3.81709e+14
Wesleyan43.txt,Amherst41.txt,5,4.45964e+12
Dartmouth6.txt,Dartmouth6.txt,5,8.80804e+12
Northwestern25.txt,Colgate88.txt,5,9.78127e+12
Northwestern25.txt,Rice31.txt,5,1.08966e+13
Dartmouth6.txt,MIT8.txt,5,1.08237e+13
Dartmouth6.txt,Wake73.txt,5,6.50357e+12
Vassar85.txt,NotreDame57.txt,5,5.84923e+12
UPenn7.txt,Syracuse56.txt,5,9.14449e+12
Oklahoma97.txt,Baylor93.txt,5,1.32257e+14
Oklahoma97.txt,Rice31.txt,5,1.65334e+13
UPenn7.txt,NotreDame57.txt,5,7.31312e+12
Howard90.txt,Howard90.txt,5,8.75119e+12
Northwestern25.txt,Wellesley22.txt,5,1.53142e+13
Columbia2.txt,American75.txt,5,2.73558e+14
Middlebury45.txt,Duke14.txt,5,5.53266e+12
Middlebury45.txt,Smith60.txt,5,4.6243e+12
Columbia2.txt,Vanderbilt48.txt,5,1.2745e+15
Bucknell39.txt,Georgetown15.txt,5,5.63284e+12
Vassar85.txt,Tulane29.txt,5,5.73206e+12
MIT8.txt,Hamilton46.txt,5,7.79024e+12
MIT8.txt,Vassar85.txt,5,7.63485e+12
Bowdoin47.txt,Baylor93.txt,5,1.12679e+13
USFCA72.txt,Lehigh96.txt,5,7.49343e+12
Vanderbilt48.txt,Mississippi66.txt,5,1.23393e+13
Vanderbilt48.txt,Colgate88.txt,5,7.01614e+12
Princeton12.txt,Hamilton46.txt,5,5.47727e+12
UChicago30.txt,Mich67.txt,5,1.0939e+13
UChicago30.txt,Wake73.txt,5,6.84025e+12
Princeton12.txt,Auburn71.txt,5,1.847e+13
Maine59.txt,Baylor93.txt,5,1.35763e+13
Colgate88.txt,Georgetown15.txt,5,5.78978e+12
UCSC68.txt,Santa74.txt,5,7.29238e+12
Wake73.txt,Williams40.txt,5,4.70276e+12
UChicago30.txt,American75.txt,5,8.89099e+12
Maine59.txt,Wesleyan43.txt,5,5.57625e+12
Harvard1.txt,Georgetown15.txt,5,1.04216e+13
Pepperdine86.txt,Tufts18.txt,5,6.81329e+12
Cal65.txt,Mich67.txt,5,1.01971e+13
Vanderbilt48.txt,Trinity100.txt,5,6.72099e+12
Cal65.txt,Wake73.txt,5,6.42155e+12
Harvard1.txt,Baylor93.txt,5,1.8454e+13
Cal65.txt,UCSC68.txt,5,7.32904e+12
Harvard1.txt,Bowdoin47.txt,5,7.29768e+12
Harvard1.txt,BC17.txt,5,1.18686e+13
Vanderbilt48.txt,Georgetown15.txt,5,1.49267e+13
Cal65.txt,Mississippi66.txt,5,9.24115e+12
Pepperdine86.txt,Vassar85.txt,5,5.17905e+12
UChicago30.txt,Maine59.txt,5,8.52564e+12
Wake73.txt,Mississippi66.txt,5,6.94848e+12
Maine59.txt,UCSC68.txt,5,6.83894e+12
Colgate88.txt,Trinity100.txt,5,3.85398e+12
UCSC68.txt,Wellesley22.txt,5,6.29147e+12
UChicago30.txt,Pepperdine86.txt,5,7.68001e+12
Maine59.txt,Bowdoin47.txt,5,5.75517e+12
Princeton12.txt,Brown11.txt,5,6.31986e+12
Princeton12.txt,Smith60.txt,5,5.52559e+12
UChicago30.txt,UPenn7.txt,5,8.17414e+12
Vanderbilt48.txt,Maine59.txt,5,9.61971e+12
Vanderbilt48.txt,Mich67.txt,5,1.36328e+13
USFCA72.txt,Santa74.txt,5,8.61563e+12
MIT8.txt,Bowdoin47.txt,5,7.6994e+12
Bowdoin47.txt,Stanford3.txt,5,6.5372e+12
Vassar85.txt,JohnsHopkins55.txt,5,6.40724e+12
MIT8.txt,Smith60.txt,5,7.78507e+12
Bucknell39.txt,Trinity100.txt,5,3.81617e+12
Middlebury45.txt,Rice31.txt,5,4.92615e+12
Columbia2.txt,GWU54.txt,5,2.25268e+15
Columbia2.txt,Oberlin44.txt,5,2.34832e+14
Middlebury45.txt,Amherst41.txt,5,4.69813e+12
Northwestern25.txt,Santa74.txt,5,2.70829e+13
Howard90.txt,Auburn71.txt,5,3.3493e+13
Oklahoma97.txt,Wesleyan43.txt,5,1.47926e+13
UPenn7.txt,Emory27.txt,5,5.99634e+12
UPenn7.txt,Tulane29.txt,5,7.15686e+12
Oklahoma97.txt,Stanford3.txt,5,2.29265e+13
Vassar85.txt,Stanford3.txt,5,6.52324e+12
Dartmouth6.txt,Pepperdine86.txt,5,7.29217e+12
Northwestern25.txt,Wesleyan43.txt,5,9.74798e+12
Dartmouth6.txt,Oklahoma97.txt,5,2.3652e+13
Dartmouth6.txt,Yale4.txt,5,7.62649e+12
Northwestern25.txt,Maine59.txt,5,1.32483e+13
Wesleyan43.txt,Williams40.txt,5,4.37216e+12
GWU54.txt,Emory27.txt,5,1.07248e+13
GWU54.txt,Tufts18.txt,5,1.51848e+13
Wesleyan43.txt,Bowdoin47.txt,5,4.30396e+12
American75.txt,American75.txt,5,8.0905e+12
American75.txt,UPenn7.txt,5,7.45599e+12
Wesleyan43.txt,BC17.txt,5,6.74581e+12
GWU54.txt,Duke14.txt,5,1.25538e+13
UC64.txt,Mich67.txt,5,1.37814e+13
WashU32.txt,Oklahoma97.txt,5,3.19896e+13
UC64.txt,Trinity100.txt,5,7.69616e+12
UC64.txt,Stanford3.txt,5,1.20776e+13
Columbia2.txt,Lehigh96.txt,5,4.44603e+14
UC64.txt,Smith60.txt,5,8.33437e+12
WashU32.txt,Rochester38.txt,5,6.13887e+12
UC64.txt,Tufts18.txt,5,1.09214e+13
UC64.txt,Lehigh96.txt,5,1.05855e+13
WashU32.txt,Cal65.txt,5,7.60225e+12
Rice31.txt,JohnsHopkins55.txt,5,6.97925e+12
GWU54.txt,Williams40.txt,5,1.14951e+13
GWU54.txt,Trinity100.txt,5,9.12268e+12
Wesleyan43.txt,Tulane29.txt,5,5.56591e+12
American75.txt,Amherst41.txt,5,6.19502e+12
American75.txt,Rice31.txt,5,6.49055e+12
Wesleyan43.txt,Mich67.txt,5,7.10263e+12
GWU54.txt,Maine59.txt,5,1.32239e+13
Tufts18.txt,Trinity100.txt,5,5.48893e+12
Dartmouth6.txt,Baylor93.txt,5,1.581e+13
Northwestern25.txt,Howard90.txt,5,1.95149e+13
Dartmouth6.txt,Rochester38.txt,5,6.99967e+12
Dartmouth6.txt,Cal65.txt,5,8.66526e+12
Northwestern25.txt,Duke14.txt,5,1.26244e+13
Northwestern25.txt,NotreDame57.txt,5,2.14161e+13
Howard90.txt,UCSC68.txt,5,7.09989e+12
Oklahoma97.txt,Tufts18.txt,5,2.35481e+13
UPenn7.txt,Wellesley22.txt,5,6.56972e+12
UPenn7.txt,Bowdoin47.txt,5,5.53491e+12
Oklahoma97.txt,Duke14.txt,5,1.93938e+13
Columbia2.txt,Bingham82.txt,5,1.76015e+14
Middlebury45.txt,UPenn7.txt,5,5.64341e+12
Columbia2.txt,Brown11.txt,5,2.6374e+14
Columbia2.txt,UChicago30.txt,5,3.10267e+14
Middlebury45.txt,American75.txt,5,6.09528e+12
MIT8.txt,Oberlin44.txt,5,9.15731e+12
MIT8.txt,Wake73.txt,5,7.97996e+12
Vassar85.txt,Georgetown15.txt,5,6.20593e+12
Bowdoin47.txt,BC17.txt,5,7.24775e+12
MIT8.txt,Mich67.txt,5,1.27778e+13
UChicago30.txt,Baylor93.txt,5,1.72651e+13
Princeton12.txt,Wake73.txt,5,5.64727e+12
Maine59.txt,Tulane29.txt,5,7.44438e+12
Princeton12.txt,MIT8.txt,5,9.34908e+12
UChicago30.txt,Rice31.txt,5,7.12755e+12
Vanderbilt48.txt,Duke14.txt,5,9.21318e+12
Vanderbilt48.txt,Smith60.txt,5,7.32713e+12
Cal65.txt,Vassar85.txt,5,6.14725e+12
Harvard1.txt,Tulane29.txt,5,9.42363e+12
Harvard1.txt,Mich67.txt,5,1.20983e+13
Cal65.txt,Hamilton46.txt,5,6.22616e+12
GWU54.txt,Villanova62.txt,5,2.64867e+13
Wake73.txt,Santa74.txt,5,6.36905e+12
Cal65.txt,Santa74.txt,5,8.45419e+12
UCSC68.txt,Tulane29.txt,5,6.83862e+12
Colgate88.txt,Lehigh96.txt,5,4.9942e+12
Maine59.txt,Hamilton46.txt,5,5.8251e+12
Wake73.txt,Vassar85.txt,5,4.61892e+12
Maine59.txt,Oberlin44.txt,5,6.83819e+12
Wake73.txt,Tufts18.txt,5,6.07172e+12
UCSC68.txt,Syracuse56.txt,5,8.77864e+12
Cal65.txt,Wellesley22.txt,5,7.32087e+12
Colgate88.txt,JohnsHopkins55.txt,5,5.94014e+12
Harvard1.txt,UPenn7.txt,5,9.07304e+12
Wake73.txt,Lehigh96.txt,5,5.58465e+12
GWU54.txt,Cal65.txt,5,1.3966e+13
Cal65.txt,Smith60.txt,5,6.28933e+12
Cal65.txt,Bowdoin47.txt,5,6.16672e+12
Harvard1.txt,JohnsHopkins55.txt,5,1.06227e+13
Vanderbilt48.txt,Hamilton46.txt,5,7.97543e+12
Vanderbilt48.txt,Pepperdine86.txt,5,8.75997e+12
Princeton12.txt,USFCA72.txt,5,7.41948e+12
UChicago30.txt,Smith60.txt,5,6.68259e+12
UChicago30.txt,Bowdoin47.txt,5,6.59585e+12
Maine59.txt,JohnsHopkins55.txt,5,8.34331e+12
Princeton12.txt,UCSC68.txt,5,6.43984e+12
Bowdoin47.txt,Brandeis99.txt,5,3.4228e+13
MIT8.txt,Mississippi66.txt,5,1.16068e+13
MIT8.txt,UCSC68.txt,5,9.1284e+12
Vassar85.txt,BC17.txt,5,6.97417e+12
MIT8.txt,American75.txt,5,1.03799e+13
Columbia2.txt,Cal65.txt,5,2.31166e+14
Middlebury45.txt,Maine59.txt,5,5.87519e+12
Middlebury45.txt,Mich67.txt,5,7.47596e+12
Columbia2.txt,Auburn71.txt,5,4.26474e+15
Columbia2.txt,Rochester38.txt,5,1.86842e+14
UPenn7.txt,Vassar85.txt,5,5.52227e+12
Oklahoma97.txt,Pepperdine86.txt,5,1.84074e+13
Oklahoma97.txt,UPenn7.txt,5,1.94693e+13
UPenn7.txt,Santa74.txt,5,7.60194e+12
Howard90.txt,Wesleyan43.txt,5,5.75749e+12
Northwestern25.txt,Emory27.txt,5,1.07812e+13
Dartmouth6.txt,Villanova62.txt,5,8.67706e+12
Northwestern25.txt,Pepperdine86.txt,5,1.20396e+13
Northwestern25.txt,Oklahoma97.txt,5,1.18803e+14
Dartmouth6.txt,WashU32.txt,5,7.85175e+12
Dartmouth6.txt,Bowdoin47.txt,5,6.26086e+12
Tufts18.txt,Syracuse56.txt,5,1.03802e+13
American75.txt,Smith60.txt,5,6.08555e+12
GWU54.txt,American75.txt,5,1.49581e+13
Wesleyan43.txt,Mississippi66.txt,5,6.45284e+12
Wesleyan43.txt,Syracuse56.txt,5,7.05127e+12
American75.txt,Duke14.txt,5,7.31246e+12
GWU54.txt,Syracuse56.txt,5,3.94807e+13
GWU54.txt,Mississippi66.txt,5,1.74893e+13
Rice31.txt,Tulane29.txt,5,6.23865e+12
UC64.txt,JohnsHopkins55.txt,5,1.21615e+13
WashU32.txt,Villanova62.txt,5,9.1937e+12
WashU32.txt,WashU32.txt,5,7.85481e+12
UC64.txt,UPenn7.txt,5,1.02093e+13
UC64.txt,Hamilton46.txt,5,8.37538e+12
WashU32.txt,Tufts18.txt,5,7.45332e+12
UCSC68.txt,Tufts18.txt,5,6.92793e+12
WashU32.txt,GWU54.txt,5,2.05043e+13
UC64.txt,Santa74.txt,5,1.25293e+13
UC64.txt,Vassar85.txt,5,8.18024e+12
Columbia2.txt,Santa74.txt,5,7.07856e+14
GWU54.txt,JohnsHopkins55.txt,5,1.80111e+13
Oberlin44.txt,Rice31.txt,5,5.7241e+12
Middlebury45.txt,Vanderbilt48.txt,5,7.45669e+12
GWU54.txt,UPenn7.txt,5,1.25993e+13
Wesleyan43.txt,UPenn7.txt,5,5.36351e+12
American75.txt,Oberlin44.txt,5,7.12841e+12
American75.txt,Wake73.txt,5,6.23103e+12
Wesleyan43.txt,JohnsHopkins55.txt,5,6.2201e+12
Northwestern25.txt,Yale4.txt,5,1.25009e+13
Northwestern25.txt,UCSC68.txt,5,1.21908e+13
Dartmouth6.txt,UChicago30.txt,5,9.26349e+12
Dartmouth6.txt,Bingham82.txt,5,6.87301e+12
Northwestern25.txt,USFCA72.txt,5,1.47629e+13
Mich67.txt,NotreDame57.txt,5,1.01016e+13
Oklahoma97.txt,Amherst41.txt,5,1.62471e+13
UPenn7.txt,UPenn7.txt,5,6.89568e+12
UPenn7.txt,JohnsHopkins55.txt,5,8.01514e+12
Oklahoma97.txt,Vassar85.txt,5,1.54603e+13
Middlebury45.txt,Trinity100.txt,5,4.27721e+12
Oklahoma97.txt,Smith60.txt,5,1.52948e+13
Middlebury45.txt,Brown11.txt,5,5.27869e+12
Columbia2.txt,USFCA72.txt,5,2.62046e+14
Columbia2.txt,Colgate88.txt,5,1.69536e+14
Middlebury45.txt,Williams40.txt,5,4.60253e+12
Baylor93.txt,NotreDame57.txt,5,2.28037e+13
Columbia2.txt,Trinity100.txt,5,1.47618e+14
MIT8.txt,UPenn7.txt,5,9.54493e+12
Bowdoin47.txt,NotreDame57.txt,5,6.00308e+12
Vassar85.txt,Emory27.txt,5,4.80371e+12
MIT8.txt,Pepperdine86.txt,5,8.96252e+12
Vanderbilt48.txt,Oklahoma97.txt,5,7.45795e+13
UChicago30.txt,Oberlin44.txt,5,7.84017e+12
Princeton12.txt,Oklahoma97.txt,5,1.8888e+13
Princeton12.txt,Pepperdine86.txt,5,6.32711e+12
UChicago30.txt,Tufts18.txt,5,8.6907e+12
Vanderbilt48.txt,American75.txt,5,1.06787e+13
Vanderbilt48.txt,UCSC68.txt,5,8.87158e+12
Cal65.txt,Wesleyan43.txt,5,5.97863e+12
Harvard1.txt,Mississippi66.txt,5,1.09866e+13
Colgate88.txt,NotreDame57.txt,5,5.4736e+12
Harvard1.txt,Syracuse56.txt,5,1.25569e+13
Cal65.txt,Stanford3.txt,5,9.07738e+12
Wake73.txt,Bowdoin47.txt,5,4.62825e+12
Maine59.txt,Maine59.txt,5,7.45174e+12
Princeton12.txt,Bucknell39.txt,5,4.92877e+12
Colgate88.txt,Syracuse56.txt,5,6.91814e+12
UCSC68.txt,JohnsHopkins55.txt,5,7.65961e+12
Colgate88.txt,Tulane29.txt,5,5.28718e+12
Princeton12.txt,Yale4.txt,5,6.62241e+12
UCSC68.txt,Lehigh96.txt,5,6.41829e+12
Wake73.txt,Baylor93.txt,5,1.08278e+13
Maine59.txt,American75.txt,5,7.75417e+12
Harvard1.txt,Trinity100.txt,5,6.866e+12
Colgate88.txt,Emory27.txt,5,4.42917e+12
Cal65.txt,Baylor93.txt,5,1.43622e+13
Cal65.txt,Rice31.txt,5,6.70215e+12
Harvard1.txt,Williams40.txt,5,7.43591e+12
Vanderbilt48.txt,Wake73.txt,5,7.68546e+12
Vanderbilt48.txt,Oberlin44.txt,5,9.33324e+12
Princeton12.txt,Duke14.txt,5,6.61624e+12
UChicago30.txt,Vassar85.txt,5,6.55195e+12
UChicago30.txt,Hamilton46.txt,5,6.67396e+12
Vanderbilt48.txt,Howard90.txt,5,1.34447e+13
Princeton12.txt,Howard90.txt,5,7.25175e+12
Vassar85.txt,Brandeis99.txt,5,2.92936e+13
MIT8.txt,Duke14.txt,5,9.36835e+12
MIT8.txt,Tufts18.txt,5,1.01395e+13
Bowdoin47.txt,Emory27.txt,5,4.80864e+12
Columbia2.txt,Georgetown15.txt,5,5.13419e+14
Baylor93.txt,Emory27.txt,5,1.10055e+13
Columbia2.txt,Maine59.txt,5,2.24108e+14
Middlebury45.txt,Mississippi66.txt,5,6.78992e+12
Middlebury45.txt,Colgate88.txt,5,4.16765e+12
Columbia2.txt,MIT8.txt,5,3.75515e+14
Oklahoma97.txt,Hamilton46.txt,5,1.72529e+13
Middlebury45.txt,Syracuse56.txt,5,7.40749e+12
UPenn7.txt,Lehigh96.txt,5,6.68979e+12
Oklahoma97.txt,Bowdoin47.txt,5,1.69009e+13
Oklahoma97.txt,Williams40.txt,5,1.77257e+13
UPenn7.txt,Tufts18.txt,5,7.26166e+12
Mich67.txt,Emory27.txt,5,7.94086e+12
Dartmouth6.txt,Vanderbilt48.txt,5,1.10015e+13
Northwestern25.txt,MIT8.txt,5,1.99171e+13
Northwestern25.txt,Wake73.txt,5,1.05571e+13
Dartmouth6.txt,USFCA72.txt,5,8.57533e+12
Northwestern25.txt,Bucknell39.txt,5,9.03118e+12
American75.txt,Pepperdine86.txt,5,6.98582e+12
Wesleyan43.txt,Lehigh96.txt,5,5.18043e+12
Wesleyan43.txt,Tufts18.txt,5,5.63663e+12
American75.txt,Hamilton46.txt,5,6.07141e+12
GWU54.txt,Mich67.txt,5,1.93781e+13
GWU54.txt,Tulane29.txt,5,1.3029e+13
Middlebury45.txt,Bingham82.txt,5,4.99334e+12
Oberlin44.txt,Wesleyan43.txt,5,5.11174e+12
UC64.txt,Bowdoin47.txt,5,8.27221e+12
Columbia2.txt,Wellesley22.txt,5,3.19745e+14
WashU32.txt,Carnegie49.txt,5,8.42555e+12
UC64.txt,Wellesley22.txt,5,1.00428e+13
UCSC68.txt,UPenn7.txt,5,6.57953e+12
WashU32.txt,Vassar85.txt,5,5.4465e+12
Rochester38.txt,Wesleyan43.txt,5,4.83304e+12
Princeton12.txt,Brandeis99.txt,5,3.58923e+13
Princeton12.txt,Vassar85.txt,5,5.40567e+12
Rochester38.txt,UChicago30.txt,5,7.36303e+12
Villanova62.txt,Auburn71.txt,5,4.67663e+13
UC64.txt,USFCA72.txt,5,1.13218e+13
Hamilton46.txt,Trinity100.txt,5,4.22934e+12
Villanova62.txt,Cal65.txt,5,8.27644e+12
Smith60.txt,Williams40.txt,5,4.59549e+12
Oberlin44.txt,JohnsHopkins55.txt,5,7.69799e+12
Hamilton46.txt,Mississippi66.txt,5,6.7834e+12
Smith60.txt,Bowdoin47.txt,5,4.5252e+12
Carnegie49.txt,Syracuse56.txt,5,1.19934e+13
Rice31.txt,Bowdoin47.txt,5,4.82264e+12
Rochester38.txt,Baylor93.txt,5,1.15519e+13
Carnegie49.txt,Colgate88.txt,5,5.96102e+12
Carnegie49.txt,USFCA72.txt,5,8.90065e+12
Vermont70.txt,Colgate88.txt,5,5.23937e+12
Yale4.txt,Oberlin44.txt,5,6.44196e+12
Trinity100.txt,Wellesley22.txt,5,4.95725e+12
Yale4.txt,GWU54.txt,5,1.25061e+13
Vermont70.txt,USFCA72.txt,5,7.79766e+12
JohnsHopkins55.txt,JohnsHopkins55.txt,5,9.51383e+12
Dartmouth6.txt,Tulane29.txt,5,8.07621e+12
Howard90.txt,Tulane29.txt,5,7.69698e+12
Williams40.txt,Bowdoin47.txt,5,4.53358e+12
Williams40.txt,BC17.txt,5,7.45936e+12
Auburn71.txt,Wesleyan43.txt,5,1.45637e+13
Howard90.txt,Tufts18.txt,5,8.03649e+12
William77.txt,Wake73.txt,5,5.79976e+12
Yale4.txt,Tulane29.txt,5,7.01794e+12
Bucknell39.txt,Cal65.txt,5,5.5958e+12
William77.txt,Mich67.txt,5,9.54893e+12
Bucknell39.txt,Rice31.txt,5,4.38741e+12
Georgetown15.txt,JohnsHopkins55.txt,5,9.4952e+12
USFCA72.txt,Howard90.txt,5,8.26096e+12
Emory27.txt,JohnsHopkins55.txt,5,6.96687e+12
Emory27.txt,Brandeis99.txt,5,3.03639e+13
UChicago30.txt,Emory27.txt,5,7.11279e+12
Harvard1.txt,Middlebury45.txt,5,7.42575e+12
USFCA72.txt,Duke14.txt,5,7.4412e+12
Vermont70.txt,Bingham82.txt,5,6.27575e+12
Rochester38.txt,Wellesley22.txt,5,5.92382e+12
Bingham82.txt,Colgate88.txt,5,4.50321e+12
Villanova62.txt,BC17.txt,5,1.31888e+13
Duke14.txt,Georgetown15.txt,5,7.64128e+12
Brown11.txt,Mississippi66.txt,5,7.86694e+12
Brown11.txt,Colgate88.txt,5,4.77957e+12
Duke14.txt,Baylor93.txt,5,1.29773e+13
Villanova62.txt,Lehigh96.txt,5,8.95462e+12
Harvard1.txt,Colgate88.txt,5,6.7112e+12
Harvard1.txt,Rice31.txt,5,7.91142e+12
Cal65.txt,MIT8.txt,5,1.06361e+13
Duke14.txt,Mississippi66.txt,5,8.14091e+12
Harvard1.txt,Smith60.txt,5,7.4209e+12
Duke14.txt,Mich67.txt,5,8.96286e+12
Cal65.txt,USFCA72.txt,5,8.44968e+12
Villanova62.txt,JohnsHopkins55.txt,5,9.40809e+12
Harvard1.txt,Brown11.txt,5,8.5488e+12
Brown11.txt,Maine59.txt,5,6.7177e+12
Duke14.txt,Stanford3.txt,5,7.98754e+12
Duke14.txt,Trinity100.txt,5,5.11788e+12
Villanova62.txt,Brandeis99.txt,5,1.1001e+14
Brown11.txt,Mich67.txt,5,8.66424e+12
Bingham82.txt,Maine59.txt,5,6.34394e+12
Bingham82.txt,Bingham82.txt,5,5.39703e+12
Vermont70.txt,Rochester38.txt,5,6.38346e+12
USFCA72.txt,Amherst41.txt,5,6.30862e+12
Emory27.txt,BC17.txt,5,7.51638e+12
Harvard1.txt,William77.txt,5,9.30678e+12
UChicago30.txt,Brandeis99.txt,5,5.40389e+13
